county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
San Francisco,2020-07-06T00:00:00,68.0,12.0,80.0,2647.0,27.0,1.0,120.0
Lake,2020-07-06T00:00:00,3.0,3.0,6.0,110.0,0.0,1.0,2.0
Plumas,2020-07-06T00:00:00,0.0,1.0,1.0,45.0,0.0,0.0,
Yolo,2020-07-06T00:00:00,9.0,0.0,9.0,186.0,2.0,0.0,0.0
Solano,2020-07-06T00:00:00,38.0,5.0,43.0,707.0,15.0,1.0,35.0
San Mateo,2020-07-06T00:00:00,48.0,7.0,55.0,1052.0,13.0,2.0,72.0
Contra Costa,2020-07-06T00:00:00,57.0,27.0,84.0,1579.0,22.0,8.0,143.0
Napa,2020-07-06T00:00:00,7.0,0.0,7.0,397.0,6.0,0.0,5.0
Humboldt,2020-07-06T00:00:00,1.0,2.0,3.0,352.0,1.0,0.0,4.0
Mendocino,2020-07-06T00:00:00,0.0,0.0,0.0,180.0,0.0,0.0,6.0
Stanislaus,2020-07-06T00:00:00,160.0,46.0,206.0,1372.0,41.0,5.0,99.0
Placer,2020-07-06T00:00:00,26.0,15.0,41.0,753.0,5.0,5.0,30.0
Calaveras,2020-07-06T00:00:00,0.0,3.0,3.0,50.0,0.0,2.0,8.0
Marin,2020-07-06T00:00:00,34.0,5.0,39.0,392.0,7.0,1.0,9.0
Alameda,2020-07-06T00:00:00,142.0,45.0,187.0,2968.0,50.0,10.0,132.0
San Benito,2020-07-06T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Diego,2020-07-06T00:00:00,384.0,72.0,456.0,6614.0,159.0,16.0,339.0
Siskiyou,2020-07-06T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Yuba,2020-07-06T00:00:00,20.0,1.0,21.0,445.0,7.0,1.0,14.0
Mariposa,2020-07-06T00:00:00,0.0,0.0,0.0,30.0,0.0,0.0,
El Dorado,2020-07-06T00:00:00,2.0,0.0,2.0,235.0,2.0,0.0,5.0
Sacramento,2020-07-06T00:00:00,157.0,15.0,172.0,2589.0,41.0,5.0,87.0
Madera,2020-07-06T00:00:00,26.0,6.0,32.0,528.0,4.0,0.0,22.0
San Luis Obispo,2020-07-06T00:00:00,11.0,2.0,13.0,453.0,3.0,2.0,40.0
Orange,2020-07-06T00:00:00,659.0,180.0,839.0,7416.0,224.0,26.0,406.0
Del Norte,2020-07-06T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,2.0
Butte,2020-07-06T00:00:00,12.0,1.0,13.0,466.0,7.0,1.0,1.0
Modoc,2020-07-06T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,
Tulare,2020-07-06T00:00:00,81.0,5.0,86.0,835.0,11.0,2.0,8.0
Santa Cruz,2020-07-06T00:00:00,11.0,2.0,13.0,397.0,2.0,0.0,29.0
Kern,2020-07-06T00:00:00,211.0,12.0,223.0,1832.0,60.0,1.0,85.0
Fresno,2020-07-06T00:00:00,148.0,14.0,162.0,2094.0,31.0,1.0,89.0
Santa Barbara,2020-07-06T00:00:00,72.0,8.0,80.0,763.0,21.0,2.0,68.0
Merced,2020-07-06T00:00:00,22.0,2.0,24.0,242.0,5.0,1.0,4.0
Los Angeles,2020-07-06T00:00:00,2004.0,666.0,2670.0,23927.0,529.0,103.0,1334.0
Ventura,2020-07-06T00:00:00,92.0,28.0,120.0,1549.0,30.0,8.0,47.0
Monterey,2020-07-06T00:00:00,35.0,2.0,37.0,845.0,9.0,0.0,84.0
Sonoma,2020-07-06T00:00:00,22.0,11.0,33.0,862.0,8.0,5.0,48.0
Santa Clara,2020-07-06T00:00:00,88.0,16.0,104.0,3438.0,33.0,2.0,195.0
Imperial,2020-07-06T00:00:00,89.0,2.0,91.0,298.0,20.0,0.0,18.0
San Benito,2020-07-07T00:00:00,1.0,0.0,1.0,25.0,0.0,0.0,0.0
San Joaquin,2020-07-07T00:00:00,168.0,41.0,209.0,1430.0,40.0,8.0,52.0
Sutter,2020-07-07T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Yolo,2020-07-07T00:00:00,8.0,0.0,8.0,186.0,3.0,0.0,0.0
Kings,2020-07-07T00:00:00,52.0,2.0,54.0,199.0,7.0,0.0,7.0
Fresno,2020-07-07T00:00:00,164.0,13.0,177.0,2090.0,38.0,0.0,71.0
Mariposa,2020-07-07T00:00:00,0.0,0.0,0.0,30.0,0.0,0.0,
Tulare,2020-07-07T00:00:00,78.0,7.0,85.0,835.0,10.0,1.0,17.0
Nevada,2020-07-07T00:00:00,1.0,1.0,2.0,82.0,1.0,0.0,6.0
Siskiyou,2020-07-07T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Merced,2020-07-07T00:00:00,21.0,2.0,23.0,242.0,4.0,1.0,4.0
Humboldt,2020-07-07T00:00:00,1.0,2.0,3.0,352.0,0.0,0.0,3.0
Calaveras,2020-07-07T00:00:00,0.0,0.0,0.0,50.0,0.0,0.0,9.0
San Francisco,2020-07-07T00:00:00,72.0,16.0,88.0,2647.0,25.0,1.0,107.0
Shasta,2020-07-07T00:00:00,2.0,3.0,5.0,671.0,1.0,2.0,8.0
Madera,2020-07-07T00:00:00,20.0,8.0,28.0,340.0,5.0,1.0,17.0
Monterey,2020-07-07T00:00:00,37.0,2.0,39.0,845.0,10.0,0.0,90.0
Imperial,2020-07-07T00:00:00,93.0,0.0,93.0,298.0,20.0,0.0,16.0
Napa,2020-07-07T00:00:00,7.0,1.0,8.0,397.0,7.0,0.0,1.0
Marin,2020-07-07T00:00:00,36.0,8.0,44.0,392.0,8.0,0.0,16.0
Kern,2020-07-07T00:00:00,203.0,20.0,223.0,1832.0,56.0,2.0,86.0
Contra Costa,2020-07-07T00:00:00,55.0,31.0,86.0,1579.0,19.0,7.0,142.0
Inyo,2020-07-07T00:00:00,0.0,1.0,1.0,42.0,0.0,1.0,3.0
Glenn,2020-07-07T00:00:00,0.0,1.0,1.0,47.0,0.0,0.0,
Tehama,2020-07-07T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,2.0
Trinity,2020-07-07T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Colusa,2020-07-07T00:00:00,0.0,1.0,1.0,88.0,0.0,0.0,6.0
Sonoma,2020-07-07T00:00:00,24.0,9.0,33.0,862.0,9.0,2.0,43.0
Butte,2020-07-07T00:00:00,14.0,1.0,15.0,466.0,6.0,1.0,3.0
Lassen,2020-07-07T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,
Mono,2020-07-07T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
San Mateo,2020-07-07T00:00:00,53.0,7.0,60.0,1052.0,11.0,2.0,66.0
Santa Barbara,2020-07-07T00:00:00,80.0,9.0,89.0,763.0,23.0,2.0,66.0
Ventura,2020-07-07T00:00:00,87.0,29.0,116.0,1549.0,33.0,5.0,48.0
El Dorado,2020-07-07T00:00:00,2.0,1.0,3.0,235.0,2.0,1.0,9.0
Santa Cruz,2020-07-07T00:00:00,13.0,3.0,16.0,397.0,3.0,0.0,26.0
Lake,2020-07-07T00:00:00,1.0,0.0,1.0,110.0,0.0,0.0,2.0
Alameda,2020-07-07T00:00:00,145.0,45.0,190.0,2968.0,51.0,13.0,133.0
Modoc,2020-07-07T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,
Yuba,2020-07-07T00:00:00,21.0,1.0,22.0,445.0,6.0,0.0,17.0
San Bernardino,2020-07-07T00:00:00,511.0,68.0,579.0,4832.0,166.0,9.0,160.0
Amador,2020-07-07T00:00:00,1.0,1.0,2.0,51.0,1.0,0.0,3.0
San Luis Obispo,2020-07-07T00:00:00,14.0,5.0,19.0,457.0,3.0,0.0,41.0
Solano,2020-07-07T00:00:00,36.0,8.0,44.0,707.0,15.0,2.0,39.0
Orange,2020-07-07T00:00:00,679.0,138.0,817.0,7416.0,234.0,17.0,401.0
Riverside,2020-07-07T00:00:00,508.0,143.0,651.0,4110.0,122.0,14.0,124.0
Los Angeles,2020-07-07T00:00:00,2037.0,792.0,2829.0,23880.0,522.0,108.0,1368.0
Mendocino,2020-07-07T00:00:00,0.0,0.0,0.0,180.0,0.0,0.0,3.0
Sacramento,2020-07-07T00:00:00,155.0,18.0,173.0,2875.0,46.0,3.0,79.0
Plumas,2020-07-07T00:00:00,0.0,1.0,1.0,45.0,0.0,0.0,
Tuolumne,2020-07-07T00:00:00,2.0,0.0,2.0,151.0,0.0,0.0,5.0
Stanislaus,2020-07-07T00:00:00,166.0,49.0,215.0,1372.0,45.0,6.0,89.0
Santa Clara,2020-07-07T00:00:00,98.0,16.0,114.0,3438.0,42.0,2.0,172.0
Placer,2020-07-07T00:00:00,27.0,28.0,55.0,753.0,5.0,0.0,27.0
San Diego,2020-07-07T00:00:00,406.0,73.0,479.0,6649.0,154.0,12.0,311.0
Del Norte,2020-07-07T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,2.0
Calaveras,2020-07-08T00:00:00,0.0,0.0,0.0,50.0,0.0,0.0,9.0
Humboldt,2020-07-08T00:00:00,0.0,0.0,0.0,352.0,0.0,0.0,6.0
San Francisco,2020-07-08T00:00:00,73.0,15.0,88.0,2647.0,25.0,3.0,110.0
Kern,2020-07-08T00:00:00,215.0,12.0,227.0,1832.0,58.0,0.0,81.0
Butte,2020-07-08T00:00:00,13.0,1.0,14.0,492.0,7.0,0.0,5.0
Siskiyou,2020-07-08T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Mono,2020-07-08T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Santa Clara,2020-07-08T00:00:00,107.0,18.0,125.0,3438.0,48.0,3.0,192.0
Marin,2020-07-08T00:00:00,33.0,10.0,43.0,392.0,8.0,1.0,15.0
Fresno,2020-07-08T00:00:00,172.0,34.0,206.0,2098.0,40.0,3.0,74.0
Nevada,2020-07-08T00:00:00,1.0,1.0,2.0,101.0,1.0,0.0,6.0
Santa Cruz,2020-07-08T00:00:00,13.0,5.0,18.0,397.0,3.0,0.0,30.0
Yuba,2020-07-08T00:00:00,20.0,0.0,20.0,445.0,5.0,0.0,16.0
Madera,2020-07-08T00:00:00,27.0,6.0,33.0,340.0,5.0,0.0,20.0
Glenn,2020-07-08T00:00:00,0.0,1.0,1.0,47.0,0.0,0.0,
Orange,2020-07-08T00:00:00,691.0,124.0,815.0,7416.0,236.0,17.0,373.0
Contra Costa,2020-07-08T00:00:00,68.0,39.0,107.0,1579.0,20.0,7.0,136.0
Modoc,2020-07-08T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,
Amador,2020-07-08T00:00:00,1.0,0.0,1.0,51.0,1.0,0.0,3.0
Sonoma,2020-07-08T00:00:00,24.0,11.0,35.0,862.0,6.0,1.0,50.0
Tehama,2020-07-08T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Lassen,2020-07-08T00:00:00,0.0,1.0,1.0,65.0,0.0,0.0,
Kings,2020-07-08T00:00:00,51.0,1.0,52.0,199.0,6.0,0.0,0.0
Napa,2020-07-08T00:00:00,8.0,0.0,8.0,397.0,5.0,0.0,2.0
Placer,2020-07-08T00:00:00,28.0,28.0,56.0,753.0,6.0,1.0,26.0
San Luis Obispo,2020-07-08T00:00:00,14.0,4.0,18.0,460.0,3.0,0.0,39.0
Alameda,2020-07-08T00:00:00,140.0,48.0,188.0,2968.0,55.0,8.0,127.0
Shasta,2020-07-08T00:00:00,6.0,1.0,7.0,671.0,3.0,0.0,10.0
San Diego,2020-07-08T00:00:00,407.0,76.0,483.0,6682.0,157.0,14.0,305.0
Los Angeles,2020-07-08T00:00:00,1995.0,822.0,2817.0,23875.0,524.0,101.0,1311.0
Colusa,2020-07-08T00:00:00,0.0,1.0,1.0,88.0,0.0,0.0,6.0
Monterey,2020-07-08T00:00:00,43.0,1.0,44.0,845.0,9.0,0.0,89.0
San Joaquin,2020-07-08T00:00:00,186.0,58.0,244.0,1430.0,45.0,9.0,49.0
San Bernardino,2020-07-08T00:00:00,505.0,94.0,599.0,4838.0,148.0,5.0,162.0
Riverside,2020-07-08T00:00:00,515.0,149.0,664.0,4104.0,117.0,10.0,121.0
Plumas,2020-07-08T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Mendocino,2020-07-08T00:00:00,0.0,0.0,0.0,180.0,0.0,0.0,3.0
Santa Barbara,2020-07-08T00:00:00,75.0,11.0,86.0,763.0,23.0,1.0,52.0
Imperial,2020-07-08T00:00:00,84.0,1.0,85.0,298.0,18.0,0.0,4.0
Stanislaus,2020-07-08T00:00:00,170.0,45.0,215.0,1372.0,50.0,5.0,81.0
El Dorado,2020-07-08T00:00:00,3.0,0.0,3.0,235.0,3.0,0.0,6.0
Yolo,2020-07-08T00:00:00,11.0,0.0,11.0,186.0,6.0,0.0,4.0
Tulare,2020-07-08T00:00:00,78.0,2.0,80.0,835.0,9.0,1.0,22.0
Tuolumne,2020-07-08T00:00:00,2.0,1.0,3.0,151.0,0.0,0.0,4.0
San Mateo,2020-07-08T00:00:00,51.0,9.0,60.0,1050.0,14.0,1.0,64.0
Ventura,2020-07-08T00:00:00,85.0,26.0,111.0,1549.0,32.0,5.0,44.0
Lake,2020-07-08T00:00:00,1.0,2.0,3.0,110.0,0.0,1.0,0.0
Sutter,2020-07-08T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Trinity,2020-07-08T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
San Benito,2020-07-08T00:00:00,2.0,0.0,2.0,25.0,0.0,0.0,0.0
Mariposa,2020-07-08T00:00:00,0.0,0.0,0.0,30.0,0.0,0.0,
Merced,2020-07-08T00:00:00,19.0,3.0,22.0,242.0,3.0,0.0,2.0
Del Norte,2020-07-08T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Inyo,2020-07-08T00:00:00,0.0,1.0,1.0,42.0,0.0,1.0,2.0
Solano,2020-07-08T00:00:00,37.0,8.0,45.0,707.0,10.0,4.0,42.0
Sacramento,2020-07-08T00:00:00,152.0,25.0,177.0,2913.0,43.0,3.0,79.0
Madera,2020-07-09T00:00:00,23.0,7.0,30.0,340.0,4.0,0.0,18.0
Ventura,2020-07-09T00:00:00,81.0,22.0,103.0,1549.0,30.0,6.0,48.0
Del Norte,2020-07-09T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Sonoma,2020-07-09T00:00:00,25.0,5.0,30.0,862.0,4.0,0.0,53.0
Modoc,2020-07-09T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,
San Diego,2020-07-09T00:00:00,404.0,85.0,489.0,6675.0,151.0,16.0,309.0
Los Angeles,2020-07-09T00:00:00,2032.0,817.0,2849.0,23906.0,548.0,107.0,1368.0
Lassen,2020-07-09T00:00:00,0.0,1.0,1.0,65.0,0.0,0.0,
Tuolumne,2020-07-09T00:00:00,0.0,0.0,0.0,151.0,0.0,0.0,4.0
Santa Cruz,2020-07-09T00:00:00,13.0,3.0,16.0,397.0,3.0,0.0,18.0
Trinity,2020-07-09T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Glenn,2020-07-09T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,
Amador,2020-07-09T00:00:00,1.0,0.0,1.0,51.0,1.0,0.0,0.0
Yolo,2020-07-09T00:00:00,15.0,0.0,15.0,186.0,5.0,0.0,1.0
Mono,2020-07-09T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Placer,2020-07-09T00:00:00,27.0,21.0,48.0,753.0,4.0,3.0,27.0
Stanislaus,2020-07-09T00:00:00,167.0,61.0,228.0,1372.0,52.0,4.0,74.0
Contra Costa,2020-07-09T00:00:00,77.0,35.0,112.0,1579.0,24.0,4.0,140.0
Kern,2020-07-09T00:00:00,217.0,10.0,227.0,1822.0,61.0,1.0,83.0
San Mateo,2020-07-09T00:00:00,47.0,11.0,58.0,1053.0,14.0,1.0,65.0
Colusa,2020-07-09T00:00:00,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Solano,2020-07-09T00:00:00,39.0,8.0,47.0,707.0,11.0,3.0,45.0
Santa Clara,2020-07-09T00:00:00,112.0,23.0,135.0,3438.0,45.0,4.0,193.0
Monterey,2020-07-09T00:00:00,46.0,1.0,47.0,845.0,9.0,0.0,93.0
Tulare,2020-07-09T00:00:00,72.0,2.0,74.0,835.0,9.0,1.0,31.0
Calaveras,2020-07-09T00:00:00,0.0,0.0,0.0,50.0,0.0,0.0,9.0
San Francisco,2020-07-09T00:00:00,76.0,18.0,94.0,2647.0,28.0,1.0,109.0
Santa Barbara,2020-07-09T00:00:00,73.0,9.0,82.0,763.0,25.0,2.0,53.0
Alameda,2020-07-09T00:00:00,133.0,52.0,185.0,2968.0,53.0,13.0,128.0
Inyo,2020-07-09T00:00:00,0.0,1.0,1.0,42.0,0.0,1.0,2.0
Kings,2020-07-09T00:00:00,56.0,1.0,57.0,199.0,6.0,0.0,2.0
Mendocino,2020-07-09T00:00:00,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Sacramento,2020-07-09T00:00:00,150.0,31.0,181.0,2927.0,45.0,3.0,87.0
San Luis Obispo,2020-07-09T00:00:00,10.0,5.0,15.0,461.0,3.0,2.0,35.0
Fresno,2020-07-09T00:00:00,179.0,50.0,229.0,2216.0,38.0,4.0,74.0
Orange,2020-07-09T00:00:00,672.0,128.0,800.0,7401.0,227.0,24.0,402.0
San Joaquin,2020-07-09T00:00:00,189.0,55.0,244.0,1430.0,49.0,6.0,41.0
Shasta,2020-07-09T00:00:00,5.0,1.0,6.0,671.0,3.0,0.0,10.0
Merced,2020-07-09T00:00:00,22.0,11.0,33.0,242.0,4.0,0.0,4.0
Sutter,2020-07-09T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Imperial,2020-07-09T00:00:00,77.0,0.0,77.0,298.0,16.0,0.0,9.0
Marin,2020-07-09T00:00:00,32.0,6.0,38.0,392.0,9.0,0.0,20.0
Siskiyou,2020-07-09T00:00:00,0.0,0.0,0.0,65.0,0.0,0.0,5.0
Mariposa,2020-07-09T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,
Napa,2020-07-09T00:00:00,9.0,0.0,9.0,387.0,5.0,0.0,2.0
Nevada,2020-07-09T00:00:00,1.0,2.0,3.0,91.0,1.0,0.0,3.0
Humboldt,2020-07-09T00:00:00,0.0,1.0,1.0,352.0,0.0,0.0,16.0
El Dorado,2020-07-09T00:00:00,3.0,0.0,3.0,235.0,0.0,0.0,9.0
Tehama,2020-07-09T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Lake,2020-07-09T00:00:00,1.0,1.0,2.0,110.0,0.0,1.0,0.0
Butte,2020-07-09T00:00:00,16.0,0.0,16.0,492.0,10.0,0.0,5.0
San Bernardino,2020-07-09T00:00:00,522.0,78.0,600.0,4838.0,160.0,6.0,165.0
San Benito,2020-07-09T00:00:00,3.0,0.0,3.0,25.0,1.0,0.0,1.0
Yuba,2020-07-09T00:00:00,16.0,1.0,17.0,445.0,3.0,0.0,8.0
Plumas,2020-07-09T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Riverside,2020-07-09T00:00:00,528.0,162.0,690.0,4104.0,116.0,15.0,129.0
Mendocino,2020-07-10T00:00:00,2.0,0.0,2.0,180.0,0.0,0.0,7.0
Monterey,2020-07-10T00:00:00,48.0,0.0,48.0,845.0,10.0,0.0,95.0
Riverside,2020-07-10T00:00:00,532.0,149.0,681.0,4123.0,116.0,14.0,146.0
Santa Clara,2020-07-10T00:00:00,117.0,25.0,142.0,3438.0,46.0,4.0,181.0
San Luis Obispo,2020-07-10T00:00:00,12.0,5.0,17.0,468.0,4.0,0.0,40.0
El Dorado,2020-07-10T00:00:00,2.0,0.0,2.0,235.0,2.0,0.0,7.0
Madera,2020-07-10T00:00:00,29.0,12.0,41.0,340.0,8.0,3.0,14.0
Amador,2020-07-10T00:00:00,1.0,1.0,2.0,51.0,1.0,0.0,1.0
Contra Costa,2020-07-10T00:00:00,83.0,24.0,107.0,1579.0,24.0,5.0,136.0
Humboldt,2020-07-10T00:00:00,0.0,1.0,1.0,352.0,0.0,0.0,5.0
Santa Barbara,2020-07-10T00:00:00,72.0,9.0,81.0,763.0,25.0,1.0,73.0
Placer,2020-07-10T00:00:00,31.0,18.0,49.0,753.0,5.0,3.0,25.0
Shasta,2020-07-10T00:00:00,5.0,1.0,6.0,671.0,3.0,0.0,18.0
San Bernardino,2020-07-10T00:00:00,558.0,84.0,642.0,4838.0,157.0,10.0,197.0
San Mateo,2020-07-10T00:00:00,48.0,14.0,62.0,1056.0,14.0,4.0,56.0
Nevada,2020-07-10T00:00:00,1.0,1.0,2.0,93.0,1.0,0.0,6.0
Kings,2020-07-10T00:00:00,57.0,1.0,58.0,199.0,6.0,0.0,2.0
Siskiyou,2020-07-10T00:00:00,1.0,1.0,2.0,65.0,0.0,0.0,6.0
Yolo,2020-07-10T00:00:00,12.0,3.0,15.0,186.0,3.0,3.0,4.0
Sutter,2020-07-10T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Calaveras,2020-07-10T00:00:00,0.0,0.0,0.0,50.0,0.0,0.0,10.0
San Benito,2020-07-10T00:00:00,4.0,0.0,4.0,25.0,1.0,0.0,2.0
Merced,2020-07-10T00:00:00,30.0,8.0,38.0,242.0,5.0,1.0,4.0
Tehama,2020-07-10T00:00:00,0.0,0.0,0.0,106.0,0.0,0.0,3.0
Imperial,2020-07-10T00:00:00,74.0,0.0,74.0,298.0,16.0,0.0,9.0
Napa,2020-07-10T00:00:00,7.0,0.0,7.0,387.0,5.0,0.0,2.0
Tuolumne,2020-07-10T00:00:00,2.0,0.0,2.0,151.0,0.0,0.0,4.0
Colusa,2020-07-10T00:00:00,0.0,0.0,0.0,88.0,0.0,0.0,6.0
San Joaquin,2020-07-10T00:00:00,194.0,50.0,244.0,1430.0,53.0,9.0,36.0
Mariposa,2020-07-10T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,
Solano,2020-07-10T00:00:00,41.0,5.0,46.0,707.0,10.0,1.0,38.0
Kern,2020-07-10T00:00:00,234.0,16.0,250.0,1822.0,64.0,0.0,112.0
Los Angeles,2020-07-10T00:00:00,2093.0,684.0,2777.0,23901.0,547.0,84.0,1327.0
Alameda,2020-07-10T00:00:00,137.0,46.0,183.0,2968.0,53.0,9.0,122.0
Orange,2020-07-10T00:00:00,671.0,114.0,785.0,7401.0,231.0,23.0,390.0
Stanislaus,2020-07-10T00:00:00,172.0,59.0,231.0,1393.0,46.0,6.0,87.0
Sacramento,2020-07-10T00:00:00,157.0,19.0,176.0,2908.0,51.0,5.0,93.0
Del Norte,2020-07-10T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Plumas,2020-07-10T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
Mono,2020-07-10T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Santa Cruz,2020-07-10T00:00:00,13.0,4.0,17.0,397.0,3.0,0.0,18.0
Butte,2020-07-10T00:00:00,16.0,0.0,16.0,492.0,10.0,0.0,1.0
Inyo,2020-07-10T00:00:00,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Lake,2020-07-10T00:00:00,2.0,1.0,3.0,110.0,0.0,1.0,1.0
Yuba,2020-07-10T00:00:00,20.0,0.0,20.0,445.0,4.0,0.0,8.0
Ventura,2020-07-10T00:00:00,79.0,26.0,105.0,1549.0,28.0,4.0,52.0
Modoc,2020-07-10T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,
Trinity,2020-07-10T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Lassen,2020-07-10T00:00:00,0.0,1.0,1.0,65.0,0.0,0.0,
Marin,2020-07-10T00:00:00,30.0,6.0,36.0,392.0,9.0,1.0,20.0
Sonoma,2020-07-10T00:00:00,28.0,8.0,36.0,862.0,5.0,2.0,53.0
San Diego,2020-07-10T00:00:00,411.0,79.0,490.0,6687.0,159.0,14.0,313.0
San Francisco,2020-07-10T00:00:00,76.0,21.0,97.0,2647.0,33.0,1.0,104.0
Fresno,2020-07-10T00:00:00,186.0,49.0,235.0,2222.0,39.0,7.0,71.0
Tulare,2020-07-10T00:00:00,69.0,2.0,71.0,835.0,9.0,0.0,33.0
Glenn,2020-07-10T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,
Sutter,2020-07-11T00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,
Napa,2020-07-11T00:00:00,8.0,0.0,8.0,387.0,4.0,0.0,4.0
Trinity,2020-07-11T00:00:00,0.0,0.0,0.0,54.0,0.0,0.0,
Yolo,2020-07-11T00:00:00,11.0,0.0,11.0,186.0,6.0,0.0,0.0
Glenn,2020-07-11T00:00:00,0.0,1.0,1.0,47.0,0.0,0.0,
Madera,2020-07-11T00:00:00,25.0,11.0,36.0,340.0,4.0,2.0,14.0
Imperial,2020-07-11T00:00:00,76.0,0.0,76.0,298.0,17.0,0.0,10.0
San Joaquin,2020-07-11T00:00:00,188.0,44.0,232.0,1430.0,53.0,8.0,33.0
Placer,2020-07-11T00:00:00,35.0,26.0,61.0,776.0,6.0,4.0,27.0
Shasta,2020-07-11T00:00:00,3.0,2.0,5.0,671.0,1.0,2.0,4.0
San Bernardino,2020-07-11T00:00:00,564.0,88.0,652.0,4838.0,165.0,11.0,145.0
Colusa,2020-07-11T00:00:00,0.0,2.0,2.0,88.0,0.0,0.0,6.0
Amador,2020-07-11T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,3.0
Tehama,2020-07-11T00:00:00,1.0,0.0,1.0,106.0,1.0,0.0,0.0
Plumas,2020-07-11T00:00:00,0.0,0.0,0.0,45.0,0.0,0.0,
San Diego,2020-07-11T00:00:00,385.0,81.0,466.0,6441.0,141.0,17.0,300.0
Los Angeles,2020-07-11T00:00:00,2056.0,713.0,2769.0,23980.0,566.0,84.0,1352.0
Humboldt,2020-07-11T00:00:00,0.0,1.0,1.0,352.0,0.0,0.0,5.0
Santa Cruz,2020-07-11T00:00:00,13.0,4.0,17.0,397.0,3.0,0.0,18.0
Monterey,2020-07-11T00:00:00,42.0,0.0,42.0,845.0,10.0,0.0,94.0
Calaveras,2020-07-11T00:00:00,0.0,0.0,0.0,50.0,0.0,0.0,9.0
Kern,2020-07-11T00:00:00,249.0,24.0,273.0,1822.0,59.0,1.0,82.0
Lassen,2020-07-11T00:00:00,0.0,3.0,3.0,65.0,0.0,0.0,
Orange,2020-07-11T00:00:00,675.0,111.0,786.0,7401.0,233.0,18.0,378.0
Inyo,2020-07-11T00:00:00,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Mono,2020-07-11T00:00:00,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Tuolumne,2020-07-11T00:00:00,1.0,0.0,1.0,151.0,1.0,0.0,1.0
Santa Clara,2020-07-11T00:00:00,121.0,20.0,141.0,3432.0,48.0,5.0,173.0
Santa Barbara,2020-07-11T00:00:00,76.0,5.0,81.0,763.0,25.0,0.0,56.0
Lake,2020-07-11T00:00:00,3.0,1.0,4.0,110.0,0.0,1.0,1.0
San Mateo,2020-07-11T00:00:00,50.0,9.0,59.0,1054.0,15.0,2.0,54.0
San Benito,2020-07-11T00:00:00,3.0,0.0,3.0,25.0,0.0,0.0,2.0
Merced,2020-07-11T00:00:00,27.0,7.0,34.0,242.0,4.0,1.0,3.0
Kings,2020-07-11T00:00:00,65.0,0.0,65.0,199.0,6.0,0.0,2.0
Mariposa,2020-07-11T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,
